price,year_sold,property_tax,insurance,beds,baths,sqft,year_built,lot_size,basement,popular,recession,property_age,property_type_Condo
440000,2015,431,111,3,3,2118,2009,3484,0,0,0,6,1
339400,2010,431,111,3,3,2118,2009,3484,0,0,1,1,0
279900,2014,279,79,3,3,2148,2009,2731,1,0,0,5,1
780000,2013,626,217,3,3,2160,1983,2430,1,0,1,30,1
300000,2002,532,162,3,3,2163,1971,16552,1,0,0,31,0
332000,2014,361,88,3,3,2169,2013,2213,0,0,0,1,1
317990,2003,431,111,3,3,2190,2003,3484,1,0,0,0,0
535000,2012,483,147,3,3,2200,2001,2241,1,0,1,11,1
642000,2006,491,150,3,3,2200,2004,2171,1,0,0,2,1
488000,2003,615,204,3,3,2234,1967,9625,1,0,0,36,0
297000,2008,360,109,3,3,2240,1978,5876,1,0,0,30,0
225000,2013,377,97,3,3,2288,1971,10018,1,0,1,42,0
729000,2012,725,211,3,3,2320,1978,3106,0,0,1,34,1
375000,2006,286,81,3,3,2321,2000,2653,1,0,0,6,1
521000,2009,539,164,3,3,2329,1986,4451,1,0,0,23,1
400000,2014,364,111,3,3,2369,1984,2522,1,0,0,30,1
340000,2015,360,109,3,3,2372,1969,2683,1,0,0,46,1
355000,2004,368,112,3,3,2376,1983,2474,1,0,0,21,1
470000,2014,400,122,3,3,2401,1984,2617,1,0,0,30,1
440000,2005,458,139,3,3,2412,1973,12196,1,0,0,32,0
760000,2011,508,154,3,3,2426,1957,14810,1,0,1,54,0
403000,2007,460,118,3,3,2437,2007,4356,0,0,0,0,0
308000,1994,691,229,3,3,2448,1930,5000,1,0,0,64,0
750000,2007,590,179,3,3,2452,1981,2713,1,0,0,26,1
708500,2011,671,204,3,3,2460,1997,2931,1,0,1,14,1
660000,2004,721,220,3,3,2466,2000,1860,1,0,0,4,1
790830,2014,815,248,3,3,2466,2000,1944,1,0,0,14,1
314100,1997,696,212,3,3,2484,1997,2809,1,0,0,0,1
734235,2010,594,206,3,3,2496,2010,1406,1,0,1,0,1
333250,2012,338,112,3,3,2508,1976,0,1,0,1,36,1
680000,2004,728,212,3,3,2556,1997,1443,0,0,0,7,1
329990,2010,397,102,3,3,2568,2010,2614,1,0,1,0,1
300000,2001,487,148,3,3,2618,1991,2996,1,0,0,10,0
471000,2003,488,169,3,3,2626,1995,2222,1,0,0,8,1
400000,2009,485,124,3,3,2628,1993,9583,1,0,0,16,0
273001,2000,428,130,3,3,2630,1985,9783,1,0,0,15,0
605000,2008,499,166,3,3,2636,2000,2364,1,0,0,8,1
487500,2005,396,112,3,3,2640,1985,7326,1,0,0,20,0
282500,2012,301,73,3,3,2689,2012,0,0,0,1,0,1
475000,2009,438,133,3,3,2690,1989,2440,1,0,0,20,1
325344,2010,285,81,3,3,2700,2010,0,1,0,1,0,1
299000,1999,491,149,3,3,2701,1986,5633,1,0,0,13,0
489000,2009,459,140,3,3,2722,1992,3232,1,0,0,17,1
397000,2012,435,112,3,3,2790,2007,3920,1,0,1,5,1
396000,2004,500,152,3,3,2800,1991,10890,1,0,0,13,0
520000,2004,491,149,3,3,2804,1987,8677,1,0,0,17,0
468041,2006,449,88,3,3,2807,2006,2226,1,0,0,0,1
390000,2007,422,108,3,3,2846,1984,4791,1,0,0,23,0
345000,2008,370,104,3,3,2900,1981,53143,1,0,0,27,0
475000,1995,1391,462,3,3,2936,1994,1376,0,0,0,1,0
315435,1995,705,215,3,3,3027,1995,11761,1,0,0,0,0
359900,2001,430,131,3,3,3060,1996,8507,1,0,0,5,0
665000,2013,561,171,3,3,3135,1994,3463,1,0,1,19,1
534000,2005,494,127,3,3,3155,2003,8276,1,0,0,2,0
426000,2008,396,112,3,3,3352,2002,5954,1,0,0,6,0
509000,2009,519,180,3,3,3408,1941,10384,1,0,0,68,0
431375,2002,582,149,3,3,3855,2002,5662,1,0,0,0,1
343000,2007,291,88,3,4,1232,1973,1760,1,0,0,34,1
251000,2009,334,86,3,4,1480,1998,1742,1,0,0,11,1
393500,2011,360,109,3,4,1492,2004,1308,1,0,1,7,1
475000,2005,348,106,3,4,1496,1987,2177,1,0,0,18,1
225540,2010,246,69,3,4,1500,2010,0,1,0,1,0,1
335000,2007,277,78,3,4,1556,2004,1241,1,0,0,3,1
498000,2005,373,113,3,4,1584,1976,1794,1,0,0,29,1
485000,2003,527,161,3,4,1584,1988,1759,1,0,0,15,1
285000,2015,397,121,3,4,1628,1968,2887,1,0,0,47,1
506900,2011,482,147,3,4,1628,2011,1166,1,0,1,0,1
200750,1999,401,122,3,4,1633,1977,1716,1,0,0,22,1
323500,2003,368,112,3,4,1661,1989,1759,1,0,0,14,1
293000,2012,270,82,3,4,1700,1986,2626,1,0,1,26,1
314900,2014,295,83,3,4,1700,2003,1882,1,0,0,11,1
417000,2008,393,119,3,4,1712,1994,2184,1,0,0,14,1
305109,2011,407,124,3,4,1750,1966,1850,1,0,1,45,1
275000,2001,445,154,3,4,1764,1966,2893,1,0,0,35,1
570000,2016,508,154,3,4,1774,1993,1600,1,0,0,23,1
560000,2005,470,121,3,4,1920,1996,1742,1,0,0,9,1
285540,2001,441,113,3,4,2036,2001,2178,1,0,0,0,1
318500,2003,381,132,3,4,2052,1989,0,1,0,0,14,1
542450,2007,374,106,3,4,2100,2007,5606,1,0,0,0,0
345000,1996,688,210,3,4,2136,1986,3034,1,0,0,10,1
549000,2013,479,146,3,4,2160,2001,1800,1,0,1,12,1
593046,2005,434,132,3,4,2208,2005,1800,1,0,0,0,1
228000,2010,267,76,3,4,2223,1986,2718,1,0,1,24,1
373275,1999,614,187,3,4,2236,1999,1944,1,0,0,0,1
206500,2001,294,83,3,4,2367,1987,28749,1,0,0,14,0
525500,2005,423,109,3,4,2382,2001,2614,1,0,0,4,1
650000,2004,720,209,3,4,2400,1987,2309,1,0,0,17,1
363000,2014,334,94,3,4,2422,2006,3258,1,0,0,8,1
427000,2013,378,107,3,4,2803,1985,10890,1,0,1,28,0
500000,2014,623,189,3,4,3019,1988,2532,1,0,0,26,0
760000,2013,680,207,3,4,3084,2002,0,1,0,1,11,1
755000,2011,684,208,3,4,3200,2004,0,1,0,1,7,1
707368,2003,687,209,3,4,3261,2003,0,1,0,0,0,1
412939,2002,499,128,3,4,3578,2002,3920,1,0,0,0,0
763812,2003,1941,673,3,4,4300,1986,0,0,0,0,17,1
425000,2011,381,116,4,1,1142,1977,10890,1,0,1,34,0
216500,2016,281,79,4,1,1176,1974,20037,1,0,0,42,0
328150,2008,327,99,4,1,1326,1957,11761,1,0,0,51,0
325000,2013,377,114,4,1,1365,1950,7370,1,0,1,63,0
239900,2002,329,85,4,1,1374,1998,1307,1,0,0,4,1
355000,2011,343,104,4,1,1662,1956,6499,1,0,1,55,0
250000,2015,376,114,4,1,1764,1950,9461,1,0,0,65,0
515000,2009,533,137,4,1,2852,1993,6098,1,0,0,16,0
345000,1993,818,249,4,1,2912,1988,20473,1,0,0,5,0
675000,2010,584,178,4,1,3616,1983,12196,1,0,1,27,0
508053,2001,819,250,4,1,4116,2000,12196,1,0,0,1,0
687500,2012,655,200,4,1,4300,2011,22215,1,0,1,1,0
539079,1994,1065,324,4,1,5327,1994,19602,1,0,0,0,0
215000,2014,237,67,4,2,800,1970,10001,1,0,0,44,0
290000,2011,471,143,4,2,876,1940,18730,1,0,1,71,0
400000,2013,400,122,4,2,954,1959,22215,1,0,1,54,0
485000,2004,532,162,4,2,988,1955,11761,1,0,0,49,0
202000,2008,202,57,4,2,1040,1964,10001,1,0,0,44,0
281000,2001,433,132,4,2,1040,1975,15245,1,0,0,26,0
300000,2015,434,132,4,2,1046,1959,8537,1,0,0,56,0
266000,2012,348,106,4,2,1056,1956,9465,1,0,1,56,0
412000,2006,368,112,4,2,1080,1950,7199,1,0,0,56,0
385000,2008,426,129,4,2,1092,1964,11761,1,0,0,44,0
215000,2014,207,58,4,2,1152,1950,15681,0,0,0,64,0
585000,2006,540,187,4,2,1170,1936,5998,1,0,0,70,0
420000,2008,434,132,4,2,1170,1953,10599,1,0,0,55,0
315000,2005,260,73,4,2,1200,1996,1359,1,0,0,9,1
645000,2006,594,206,4,2,1226,1950,14810,1,0,0,56,0
276840,2009,319,97,4,2,1269,1956,8563,1,0,0,53,0
350000,2014,327,99,4,2,1269,1956,9121,1,0,0,58,0
500000,2011,491,149,4,2,1272,1957,12632,1,0,1,54,0
526000,2004,532,162,4,2,1276,1959,11325,1,0,0,45,0
390000,2004,330,115,4,2,1302,1954,10558,1,0,0,50,0
343500,2005,277,78,4,2,1311,1988,10323,0,0,0,17,0
275000,2001,405,123,4,2,1314,1957,30056,1,0,0,44,0
375000,2009,441,134,4,2,1323,1965,11325,1,0,0,44,0
625000,2005,540,187,4,2,1325,1948,8276,1,0,0,57,0
489950,2006,491,150,4,2,1350,1948,10497,1,0,0,58,0
329000,2010,368,112,4,2,1360,1957,10858,1,0,1,53,0
335000,2011,323,98,4,2,1360,1982,1480,1,0,1,29,1
214900,2002,339,87,4,2,1364,1963,8276,0,0,0,39,0
559900,2012,504,174,4,2,1386,1930,4199,1,0,1,82,0
200100,2012,264,75,4,2,1387,1962,10010,1,0,1,50,0
234000,1998,648,224,4,2,1396,1918,5000,1,0,0,80,0
230000,2012,348,89,4,2,1404,1963,11325,0,0,1,49,0
617500,2005,565,172,4,2,1436,1965,10890,1,0,0,40,0
645000,2005,605,184,4,2,1449,1963,14374,1,0,0,42,0
377750,2011,374,114,4,2,1476,1950,7200,1,0,1,61,0
390000,2003,614,187,4,2,1484,1960,7501,1,0,0,43,0
346080,2009,430,131,4,2,1492,1952,12196,1,0,0,57,0
418000,2008,422,128,4,2,1500,1972,9491,1,0,0,36,0
422000,2013,381,116,4,2,1505,1957,10558,1,0,1,56,0
200000,2009,315,96,4,2,1512,1971,4568,1,0,0,38,0
227000,2009,290,74,4,2,1540,1974,1742,0,0,0,35,1
475000,2006,311,95,4,2,1549,1961,13503,1,0,0,45,0
530000,2014,479,146,4,2,1577,1968,14810,1,0,0,46,0
375000,2007,339,87,4,2,1588,1966,7841,0,0,0,41,0
439900,2005,459,140,4,2,1590,1968,11325,1,0,0,37,0
219900,1998,471,143,4,2,1590,1973,10698,1,0,0,25,0
308000,2016,360,109,4,2,1592,1943,6655,1,0,0,73,0
242000,2004,220,62,4,2,1593,1993,3079,1,0,0,11,1
565000,2013,491,149,4,2,1596,1969,20037,1,0,1,44,0
258400,2012,306,86,4,2,1640,1937,11325,1,0,1,75,0
410000,2012,418,127,4,2,1653,1950,10158,1,0,1,62,0
562500,2015,479,146,4,2,1653,1962,17424,1,0,0,53,0
430000,2004,4508,1374,4,2,1658,1963,10500,1,0,0,41,0
395000,2014,385,117,4,2,1659,1972,8533,1,0,0,42,0
348900,2006,352,107,4,2,1662,1966,1812,1,0,0,40,1
343000,2011,344,105,4,2,1663,1968,10890,1,0,1,43,0
377000,2007,383,98,4,2,1702,2007,1742,1,0,0,0,1
260000,2002,352,107,4,2,1719,1955,10585,1,0,0,47,0
400000,2011,372,113,4,2,1721,1964,11761,1,0,1,47,0
575000,2005,409,124,4,2,1736,1976,10842,1,0,0,29,0
390000,2003,430,131,4,2,1744,1978,8768,1,0,0,25,0
500000,2015,553,168,4,2,1746,1964,19602,1,0,0,51,0
304000,2015,308,87,4,2,1755,1964,10010,1,0,0,51,0
204000,2008,287,73,4,2,1760,1973,1742,0,0,0,35,1
335000,2009,368,112,4,2,1772,1957,11761,1,0,0,52,0
210000,1998,438,133,4,2,1791,1967,14810,1,0,0,31,0
495000,2006,385,117,4,2,1795,1956,10698,1,0,0,50,0
440000,2014,516,157,4,2,1800,1952,10310,1,0,0,62,0
225000,2011,339,87,4,2,1800,1981,10454,1,0,1,30,0
425000,2005,360,109,4,2,1810,1983,2426,1,0,0,22,1
387700,2012,422,128,4,2,1820,1951,10393,1,0,1,61,0
625000,2005,565,172,4,2,1820,1968,12196,1,0,0,37,0
358900,2010,400,122,4,2,1824,1979,11761,1,0,1,31,0
340000,2010,352,107,4,2,1848,1976,8659,1,0,1,34,0
540000,2005,368,112,4,2,1858,1984,8428,1,0,0,21,0
515000,2004,549,167,4,2,1868,1973,12196,1,0,0,31,0
708121,2005,499,152,4,2,1880,1986,10798,1,0,0,19,0
502250,2004,532,162,4,2,1882,1979,29185,1,0,0,25,0
580000,2011,573,174,4,2,1888,1969,1936,1,0,1,42,1
649000,2005,467,142,4,2,1900,1955,21780,1,0,0,50,0
202530,1999,411,106,4,2,1907,1998,3484,0,0,0,1,0
399000,2003,409,124,4,2,1915,1985,10441,1,0,0,18,0
232200,1996,471,143,4,2,1918,1965,10511,1,0,0,31,0
350400,2013,368,94,4,2,1942,1973,8276,0,0,1,40,0
375000,2008,441,134,4,2,1950,1974,10643,1,0,0,34,0
268000,2001,407,124,4,2,1958,1979,9400,1,0,0,22,0
274900,2008,351,107,4,2,1976,1975,8890,1,0,0,33,0
384406,2008,370,105,4,2,1979,2008,10001,1,0,0,0,0
235000,1996,594,181,4,2,1992,1975,9504,1,0,0,21,0
485000,2005,364,111,4,2,2000,1960,8511,1,0,0,45,0
451500,2007,352,107,4,2,2022,1955,10197,1,0,0,52,0
418000,2014,343,104,4,2,2031,1962,14810,1,0,0,52,0
555000,2012,503,153,4,2,2032,1991,8607,1,0,1,21,0
345000,2012,387,99,4,2,2040,1974,7840,0,0,1,38,0
375000,2011,360,109,4,2,2051,1974,8890,1,0,1,37,0
550500,2004,594,181,4,2,2065,1961,15681,1,0,0,43,0
630000,2005,567,188,4,2,2067,1948,4700,1,0,0,57,0
590000,2014,519,158,4,2,2096,1994,6438,1,0,0,20,0
306484,2016,402,103,4,2,2102,1987,3920,1,0,0,29,0
495000,2014,430,131,4,2,2104,1963,10497,1,0,0,51,0
642000,2011,586,178,4,2,2106,1959,10890,1,0,1,52,0
414000,2004,348,98,4,2,2112,1999,16552,1,0,0,5,0
215000,1999,491,149,4,2,2125,1966,10567,1,0,0,33,0
415000,2012,409,124,4,2,2144,1968,9513,1,0,1,44,0
673000,2005,590,180,4,2,2145,1970,10815,1,0,0,35,0
700000,2007,696,212,4,2,2146,1974,26571,1,0,0,33,0
700000,2011,590,180,4,2,2152,1967,14810,1,0,1,44,0
253000,2000,491,149,4,2,2158,1980,10890,1,0,0,20,0
450000,2012,450,137,4,2,2196,1966,18295,1,0,1,46,0
385000,2015,339,96,4,2,2200,1999,10502,1,0,0,16,0
464800,2009,471,143,4,2,2232,1983,13068,1,0,0,26,0
575000,2007,438,133,4,2,2246,1979,11761,1,0,0,28,0
429800,2005,321,91,4,2,2280,2005,2909,1,0,0,0,1
281990,2002,374,106,4,2,2294,2000,14374,1,0,0,2,0
579000,2010,532,162,4,2,2295,1965,10798,1,0,1,45,0
550000,2013,491,149,4,2,2296,1972,11761,1,0,1,41,0
307310,2016,306,87,4,2,2298,2004,4007,1,0,0,12,0
620000,2013,582,177,4,2,2299,1949,12632,1,0,1,64,0
297500,1995,553,168,4,2,2300,1966,11325,1,0,0,29,0
560000,2006,450,137,4,2,2300,1968,9024,1,0,0,38,0
585000,2011,520,158,4,2,2300,1970,15245,1,0,1,41,0
368765,2013,361,102,4,2,2348,2013,9683,1,0,1,0,0
540000,2011,549,167,4,2,2352,1979,17424,1,0,1,32,0
419000,2012,450,137,4,2,2382,1976,15681,1,0,1,36,0
475000,2014,490,149,4,2,2388,1985,8537,1,0,0,29,0
370000,2002,395,137,4,2,2392,1962,16117,0,0,0,40,0
269900,2002,405,114,4,2,2394,1988,8197,1,0,0,14,0
595000,2009,556,169,4,2,2400,1969,13939,1,0,0,40,0
420000,2013,405,114,4,2,2402,1976,48787,1,0,1,37,0
380000,2009,499,128,4,2,2404,1985,21344,1,0,0,24,0
535000,2012,532,162,4,2,2463,1977,10890,1,0,1,35,0
375000,2008,475,144,4,2,2472,1954,16552,1,0,0,54,0
525000,2012,586,178,4,2,2496,1970,14374,1,0,1,42,0
665000,2007,553,168,4,2,2510,1983,12632,1,0,0,24,0
650000,2005,395,137,4,2,2523,1892,20037,0,0,0,113,0
342500,2010,351,99,4,2,2541,1979,60983,0,0,1,31,0
205000,2000,397,121,4,2,2559,1980,10044,1,0,0,20,0
369990,2000,512,156,4,2,2582,1995,13068,1,0,0,5,0
448574,2013,499,121,4,2,2588,2013,4717,1,0,1,0,0
455000,2003,623,189,4,2,2594,1979,6921,1,0,0,24,0
260000,2013,351,99,4,2,2600,1947,14374,1,0,1,66,0
398000,2013,351,99,4,2,2603,2004,3598,1,0,1,9,1
504000,2012,524,159,4,2,2615,1971,18730,1,0,1,41,0
384900,2014,370,104,4,2,2616,1980,52707,1,0,0,34,0
352000,2002,630,162,4,2,2632,1969,436471,1,0,0,33,0
271500,2000,385,109,4,2,2640,1993,58806,1,0,0,7,0
640000,2004,623,190,4,2,2681,1900,10454,1,0,0,104,0
271135,2000,396,112,4,2,2688,1993,11761,1,0,0,7,0
570000,2013,594,168,4,2,2720,2013,435600,1,0,1,0,0
242500,1996,479,146,4,2,2728,1988,7492,1,0,0,8,0
310000,2002,651,189,4,2,2768,1937,9952,1,0,0,65,0
290000,2010,330,93,4,2,2770,2002,7962,1,0,1,8,0
745975,2006,553,142,4,2,2789,2006,10018,1,0,0,0,0
480000,2003,479,146,4,2,2887,1996,10763,1,0,0,7,0
510000,2013,573,174,4,2,2938,1952,10576,1,0,1,61,0
800000,2011,684,208,4,2,2949,1989,24829,1,0,1,22,0
705000,2008,590,180,4,2,2966,1994,10537,1,0,0,14,0
645000,2005,491,149,4,2,3000,1925,27878,1,0,0,80,0
342095,2002,374,106,4,2,3000,2002,7500,1,0,0,0,0
361000,1998,614,187,4,2,3008,1998,11325,1,0,0,0,0
290000,1997,706,234,4,2,3024,1947,8250,1,0,0,50,0
406325,2004,455,117,4,2,3038,2004,3484,1,0,0,0,1
555000,2014,483,147,4,2,3054,1970,15245,1,0,0,44,0
250000,1997,483,147,4,2,3069,1989,13068,1,0,0,8,0
325000,2012,352,107,4,2,3145,1977,3147,1,0,1,35,0
636870,2006,485,124,4,2,3162,2006,3484,0,0,0,0,1
310000,1994,635,193,4,2,3195,1980,21780,1,0,0,14,0
418040,2004,418,118,4,2,3373,2004,7566,1,0,0,0,0
748800,2008,378,107,4,2,3423,2005,4181,1,0,0,3,0
345000,2013,387,110,4,2,3528,1979,10166,1,0,1,34,0
661000,2004,655,199,4,2,3556,1980,13068,1,0,0,24,0
464665,2009,533,137,4,2,3608,2009,7840,1,0,0,0,0
745000,2012,655,200,4,2,3674,1980,72309,1,0,1,32,0
294996,2002,413,117,4,2,3711,2003,7405,1,0,0,-1,0
503000,1998,676,206,4,2,3780,1978,37461,1,0,0,20,0
257840,1997,593,181,4,2,3796,1978,20473,1,0,0,19,0
523000,2014,528,136,4,2,3948,1992,10890,1,0,0,22,0
550000,2014,548,141,4,2,4260,2000,8712,1,0,0,14,0
466222,2010,502,142,4,2,4470,2010,13503,1,0,1,0,0
502330,2000,688,209,4,2,4609,2000,10463,1,0,0,0,0
595000,1999,1045,318,4,2,5050,1999,15681,1,0,0,0,0
565200,2009,599,154,4,2,5193,2009,13503,1,0,0,0,0
500000,2015,844,257,4,3,693,1956,13068,1,0,0,59,0
335000,2016,450,137,4,3,988,1955,10733,1,0,0,61,0
380000,2015,418,127,4,3,1034,1986,7967,1,0,0,29,0
219900,2003,254,77,4,3,1140,1985,0,1,0,0,18,0
249950,2000,500,152,4,3,1176,1962,10497,1,0,0,38,0
240000,2008,286,87,4,3,1188,1971,1428,1,0,0,37,1
507000,2005,368,112,4,3,1206,1979,9151,1,0,0,26,0
380100,2016,384,117,4,3,1220,1984,1440,1,0,0,32,1
205000,2000,389,118,4,3,1249,1977,8894,1,0,0,23,0
357000,2011,359,109,4,3,1274,1978,2556,1,0,1,33,0
428000,2006,286,87,4,3,1280,1971,1498,1,0,0,35,1
320000,2013,326,92,4,3,1296,1964,20908,1,0,1,49,0
540000,2006,471,143,4,3,1314,1978,8509,1,0,0,28,0
300000,2011,441,134,4,3,1324,1963,11325,1,0,1,48,0
368900,2004,401,122,4,3,1340,1968,10552,1,0,0,36,0
225000,1994,471,143,4,3,1350,1960,13503,1,0,0,34,0
765000,2007,633,219,4,3,1354,1954,8976,1,0,0,53,0
384350,2004,350,106,4,3,1360,1978,1440,1,0,0,26,1
330000,2015,291,88,4,3,1360,1987,2325,1,0,0,28,0
214900,2001,344,88,4,3,1360,1997,2613,1,0,0,4,1
560000,2006,482,147,4,3,1363,1972,10667,1,0,0,34,0
569500,2005,430,131,4,3,1364,1958,33105,1,0,0,47,0
206000,2012,292,71,4,3,1364,1993,1760,1,0,1,19,1
329000,1999,712,217,4,3,1370,1958,18295,1,0,0,41,0
581710,2005,458,152,4,3,1374,1959,8093,1,0,0,46,0
319900,2005,274,78,4,3,1376,2002,1459,1,0,0,3,1
276270,2003,358,92,4,3,1388,2000,1306,1,0,0,3,1
350000,2006,303,86,4,3,1388,2002,2652,1,0,0,4,1
336873,2011,224,63,4,3,1412,2001,2108,1,0,1,10,1
495000,2015,614,187,4,3,1460,1956,12196,1,0,0,59,0
390000,2008,430,131,4,3,1464,1967,10454,1,0,0,41,0
660000,2006,560,171,4,3,1464,1970,13068,1,0,0,36,0
610000,2009,573,174,4,3,1466,1953,13503,1,0,0,56,0
480000,2004,524,160,4,3,1485,1969,17424,1,0,0,35,0
357000,2015,343,104,4,3,1496,1976,1585,1,0,0,39,1
392798,2010,343,104,4,3,1496,1976,1650,1,0,1,34,1
210920,2002,220,62,4,3,1496,1990,1551,1,0,0,12,1
416000,2004,364,111,4,3,1503,1970,1542,1,0,0,34,1
330000,2008,359,109,4,3,1512,1972,1433,1,0,0,36,1
345000,2016,389,118,4,3,1534,1975,1759,1,0,0,41,1
421900,2006,349,90,4,3,1536,1995,2178,1,0,0,11,1
349000,2002,434,132,4,3,1537,1979,8450,1,0,0,23,0
280000,2013,281,79,4,3,1538,1991,1738,1,0,1,22,1
417000,2007,360,110,4,3,1540,1971,2533,1,0,0,36,1
500000,2004,520,158,4,3,1540,1983,10058,1,0,0,21,0
272000,2000,472,143,4,3,1546,1984,4978,1,0,0,16,0
540000,2010,508,154,4,3,1560,1981,8934,1,0,1,29,0
259000,1997,602,183,4,3,1566,1967,1890,1,0,0,30,1
535000,2012,491,149,4,3,1584,1995,1804,1,0,1,17,1
675000,2005,573,175,4,3,1593,1956,28314,1,0,0,49,0
405000,2009,442,134,4,3,1600,1998,1600,1,0,0,11,1
370000,1998,635,193,4,3,1604,1958,10724,1,0,0,40,0
265000,2008,339,87,4,3,1670,1996,1742,1,0,0,12,1
212000,1997,474,144,4,3,1671,1965,12196,1,0,0,32,0
595000,2005,573,174,4,3,1672,1971,3840,1,0,0,34,1
360000,2007,299,85,4,3,1680,1988,1760,1,0,0,19,1
300000,2010,334,94,4,3,1680,2005,2274,1,0,1,5,1
309990,2008,299,84,4,3,1680,2007,2509,1,0,0,1,1
710165,2014,601,183,4,3,1682,2014,1149,1,0,0,0,1
391000,2014,404,104,4,3,1702,2007,2178,1,0,0,7,1
502000,2007,396,121,4,3,1707,1975,16117,1,0,0,32,0
510000,2014,436,133,4,3,1716,1993,1760,1,0,0,21,1
454500,2015,532,162,4,3,1745,1940,5623,1,0,0,75,0
350550,2015,491,150,4,3,1750,1950,7466,1,0,0,65,0
389900,2004,483,147,4,3,1752,1984,1584,1,0,0,20,1
226000,1994,500,152,4,3,1764,1969,16552,1,0,0,25,0
390000,2011,482,147,4,3,1768,1961,18295,1,0,1,50,0
375000,2015,389,118,4,3,1768,1979,2500,1,0,0,36,0
775000,2005,720,249,4,3,1773,1960,10001,1,0,0,45,0
532000,2006,483,147,4,3,1786,1982,2310,1,0,0,24,1
388000,2010,368,112,4,3,1800,1978,9950,1,0,1,32,0
429000,2005,356,108,4,3,1800,1983,2099,1,0,0,22,1
265500,2014,330,93,4,3,1821,1971,13068,1,0,0,43,0
301500,2011,387,99,4,3,1839,1973,7840,0,0,1,38,0
375000,2015,363,93,4,3,1839,1974,7840,0,0,0,41,0
458000,2010,409,125,4,3,1860,1994,1820,1,0,1,16,1
265000,2011,319,97,4,3,1872,1986,3099,1,0,1,25,1
515000,2011,491,149,4,3,1876,1970,13939,1,0,1,41,0
225000,2009,304,86,4,3,1894,2002,4700,1,0,0,7,0
620000,2007,573,174,4,3,1901,1946,23958,1,0,0,61,0
285000,2012,286,81,4,3,1904,1985,13068,1,0,1,27,0
279000,2015,356,108,4,3,1905,1955,8398,1,0,0,60,0
367000,2010,393,120,4,3,1930,1966,10532,1,0,1,44,0
420000,2012,480,123,4,3,1936,1994,1742,1,0,1,18,1
445000,2001,614,187,4,3,1976,1994,2027,1,0,0,7,1
384650,2011,436,112,4,3,1980,1985,8276,1,0,1,26,0
402500,2003,434,132,4,3,2008,2001,2214,1,0,0,2,1
480000,2010,612,212,4,3,2020,1925,5222,1,0,1,85,0
465000,2013,430,131,4,3,2020,1965,20037,1,0,1,48,0
499000,2005,361,102,4,3,2032,1979,15245,1,0,0,26,0
450000,2009,458,139,4,3,2033,1966,14374,1,0,0,43,0
550000,2008,589,179,4,3,2038,1978,2058,1,0,0,30,1
310100,1997,647,197,4,3,2060,1997,2003,1,0,0,0,1
490000,2006,421,128,4,3,2072,1999,1581,1,0,0,7,1
468000,2006,454,138,4,3,2090,1979,2639,1,0,0,27,1
315000,1999,557,169,4,3,2098,1962,21780,1,0,0,37,0
361000,2001,586,178,4,3,2100,1957,14374,1,0,0,44,0
448000,2008,409,125,4,3,2100,1958,24393,1,0,0,50,0
378000,2009,368,112,4,3,2100,1976,10149,1,0,0,33,0
295000,2012,278,84,4,3,2108,1969,3084,1,0,1,43,1
465000,2008,439,134,4,3,2128,2002,3563,1,0,0,6,0
558000,2004,466,142,4,3,2130,1976,21780,1,0,0,28,0
730000,2007,610,186,4,3,2134,1977,37026,1,0,0,30,0
642000,2001,853,296,4,3,2138,1941,9121,1,0,0,60,0
364900,2003,434,132,4,3,2139,1985,8576,1,0,0,18,0
460000,2007,512,156,4,3,2177,1966,14374,1,0,0,41,0
632500,2005,537,163,4,3,2180,1998,2718,1,0,0,7,1
507000,2016,606,184,4,3,2208,1965,10497,1,0,0,51,0
342150,1999,594,181,4,3,2224,1999,2040,1,0,0,0,1
399900,2013,412,106,4,3,2236,2009,3049,0,0,1,4,1
637000,2009,594,206,4,3,2251,1948,7014,1,0,0,61,0
640000,2004,581,177,4,3,2272,1985,13068,1,0,0,19,0
276325,2001,450,109,4,3,2275,2001,4691,1,0,0,0,0
520000,2006,422,128,4,3,2286,1968,11761,1,0,0,38,0
560000,2008,520,158,4,3,2298,1994,21780,1,0,0,14,0
399000,2007,330,93,4,3,2304,1978,49658,1,0,0,29,0
579900,2005,449,127,4,3,2317,1936,28314,1,0,0,69,0
630000,2006,532,162,4,3,2321,1965,11325,1,0,0,41,0
250000,2015,384,93,4,3,2335,1964,16552,1,0,0,51,0
415000,2000,898,298,4,3,2340,1969,1692,1,0,0,31,1
420000,2002,753,229,4,3,2347,1958,10500,1,0,0,44,0
790000,2006,716,248,4,3,2349,1965,10005,1,0,0,41,0
500000,2016,611,212,4,3,2352,1982,9243,1,0,0,34,0
420000,2011,430,131,4,3,2362,1977,20037,1,0,1,34,0
474000,2004,531,162,4,3,2375,1965,12196,1,0,0,39,0
275000,2001,418,127,4,3,2382,1980,5584,1,0,0,21,0
393878,2010,359,124,4,3,2400,1969,1700,1,0,1,41,1
515000,2009,532,162,4,3,2400,1970,11325,1,0,0,39,0
730000,2006,716,208,4,3,2400,1998,1704,0,0,0,8,1
409610,2002,532,162,4,3,2400,2002,3114,1,0,0,0,1
260000,1998,591,196,4,3,2408,1982,14374,1,0,0,16,0
250000,1997,561,171,4,3,2411,1983,11325,1,0,0,14,0
